Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP-306,Female,No,0,Graduate,No,3762,1666.0,135.0,360.0,Yes,Rural,Y
LP-307,Female,No,0,Graduate,No,2400,1863.0,104.0,360.0,No,Urban,N
LP-308,Male,No,0,Graduate,No,20233,0.0,480.0,360.0,Yes,Rural,N
LP-309,Male,Yes,2,Not Graduate,No,7667,0.0,185.0,360.0,No,Rural,Y
LP-310,Female,No,0,Graduate,No,2917,0.0,84.0,360.0,Yes,Semiurban,Y
LP-311,Male,No,0,Not Graduate,No,2927,2405.0,111.0,360.0,Yes,Semiurban,Y
LP-312,Female,No,0,Graduate,No,2507,0.0,56.0,360.0,Yes,Rural,Y
LP-313,Male,Yes,2,Graduate,Yes,5746,0.0,144.0,84.0,No,Rural,Y
LP-315,Male,Yes,1,Not Graduate,No,3399,1640.0,111.0,180.0,Yes,Urban,Y
LP-316,Male,Yes,2,Graduate,No,3717,0.0,120.0,360.0,Yes,Semiurban,Y
LP-317,Male,Yes,0,Graduate,No,2058,2134.0,88.0,360.0,No,Urban,Y
LP-318,Female,No,1,Graduate,No,3541,0.0,112.0,360.0,No,Semiurban,Y
LP-319,Male,Yes,1,Graduate,Yes,10000,0.0,155.0,360.0,Yes,Rural,N
LP-320,Male,Yes,0,Graduate,No,2400,2167.0,115.0,360.0,Yes,Semiurban,Y
LP-321,Male,Yes,3+,Graduate,No,4342,189.0,124.0,360.0,Yes,Semiurban,Y
LP-322,Male,Yes,2,Not Graduate,No,3601,1590.0,0.0,360.0,Yes,Rural,Y
LP-323,Female,No,0,Graduate,No,3166,2985.0,132.0,360.0,No,Rural,Y
LP-324,Male,Yes,3+,Graduate,No,15000,0.0,300.0,360.0,Yes,Rural,Y
LP-325,Male,Yes,1,Graduate,Yes,8666,4983.0,376.0,360.0,No,Rural,N
LP-326,Male,No,0,Graduate,No,4917,0.0,130.0,360.0,No,Rural,Y
LP-327,Male,Yes,0,Graduate,Yes,5818,2160.0,184.0,360.0,Yes,Semiurban,Y
LP-328,Female,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,Yes,Urban,N
LP-329,Female,No,0,Graduate,No,2500,0.0,67.0,360.0,Yes,Urban,Y
LP-330,Male,No,1,Graduate,No,4384,1793.0,117.0,360.0,Yes,Urban,Y
LP-331,Male,No,0,Graduate,No,2935,0.0,98.0,360.0,Yes,Semiurban,Y
LP-332,Male,No,0,Graduate,No,2833,0.0,71.0,360.0,Yes,Urban,Y
LP-333,Male,Yes,0,Graduate,No,63337,0.0,490.0,180.0,Yes,Urban,Y
LP-336,Male,Yes,1,Graduate,No,5250,688.0,160.0,360.0,Yes,Rural,Y
LP-337,Male,Yes,2,Graduate,Yes,2500,4600.0,176.0,360.0,Yes,Rural,Y
LP-338,Female,No,3+,Not Graduate,No,1830,0.0,0.0,360.0,No,Urban,N
LP-339,Female,No,0,Graduate,No,4160,0.0,71.0,360.0,Yes,Semiurban,Y
LP-340,Male,Yes,3+,Not Graduate,No,2647,1587.0,173.0,360.0,Yes,Rural,N
LP-341,Female,No,0,Graduate,No,2378,0.0,46.0,360.0,Yes,Rural,N
LP-342,Male,Yes,1,Not Graduate,No,4554,1229.0,158.0,360.0,Yes,Urban,Y
LP-343,Male,Yes,3+,Not Graduate,No,3173,0.0,74.0,360.0,Yes,Semiurban,Y
LP-344,Male,Yes,2,Graduate,No,2583,2330.0,125.0,360.0,Yes,Rural,Y
LP-345,Male,Yes,0,Graduate,No,2499,2458.0,160.0,360.0,Yes,Semiurban,Y
LP-346,Male,Yes,0,Not Graduate,No,3523,3230.0,152.0,360.0,No,Rural,N
LP-347,Male,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,Yes,Urban,Y
LP-348,Male,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,No,Semiurban,Y
LP-349,Male,Yes,0,Graduate,No,2625,6250.0,187.0,360.0,Yes,Rural,Y
LP-350,Male,Yes,0,Graduate,No,9083,0.0,228.0,360.0,Yes,Semiurban,Y
LP-351,Male,No,0,Graduate,No,8750,4167.0,308.0,360.0,Yes,Rural,N
LP-352,Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,Yes,Rural,Y
LP-353,Female,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,No,Rural,N
LP-354,Female,Yes,0,Graduate,No,2423,505.0,130.0,360.0,Yes,Semiurban,Y
LP-355,Female,No,0,Graduate,No,3813,0.0,116.0,180.0,Yes,Urban,Y
LP-356,Male,Yes,2,Graduate,No,8333,3167.0,165.0,360.0,Yes,Rural,Y
LP-357,Male,Yes,1,Graduate,No,3875,0.0,67.0,360.0,Yes,Urban,N
LP-358,Male,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,No,Urban,N
LP-359,Male,Yes,3+,Graduate,No,5167,3167.0,200.0,360.0,Yes,Semiurban,Y
LP-360,Female,No,1,Graduate,No,4723,0.0,81.0,360.0,Yes,Semiurban,N
LP-361,Male,Yes,2,Graduate,No,5000,3667.0,236.0,360.0,Yes,Semiurban,Y
LP-362,Male,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,Yes,Urban,Y
LP-363,Male,Yes,0,Graduate,No,3013,3033.0,95.0,300.0,No,Urban,Y
LP-364,Male,No,0,Graduate,Yes,6822,0.0,141.0,360.0,Yes,Rural,Y
LP-365,Male,No,0,Not Graduate,No,6216,0.0,133.0,360.0,Yes,Rural,N
LP-366,Male,No,0,Graduate,No,2500,0.0,96.0,480.0,Yes,Semiurban,N
LP-368,Male,Yes,1,Graduate,No,6325,0.0,175.0,360.0,Yes,Semiurban,Y
LP-369,Male,Yes,0,Graduate,No,19730,5266.0,570.0,360.0,Yes,Rural,N
LP-370,Female,No,0,Graduate,Yes,15759,0.0,55.0,360.0,Yes,Semiurban,Y
LP-371,Male,Yes,2,Graduate,No,5185,0.0,155.0,360.0,Yes,Semiurban,Y
LP-372,Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,Yes,Rural,Y
LP-373,Male,No,1,Graduate,No,3062,1987.0,111.0,180.0,No,Urban,N
LP-374,Female,No,0,Graduate,No,2764,1459.0,110.0,360.0,Yes,Urban,Y
LP-375,Male,Yes,0,Graduate,No,4817,923.0,120.0,180.0,Yes,Urban,Y
LP-376,Male,Yes,3+,Graduate,No,8750,4996.0,130.0,360.0,Yes,Rural,Y
LP-377,Male,Yes,0,Graduate,No,4310,0.0,130.0,360.0,No,Semiurban,Y
LP-378,Male,No,0,Graduate,No,3069,0.0,71.0,480.0,Yes,Urban,N
LP-379,Male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,Yes,Urban,Y
LP-380,Male,Yes,0,Graduate,No,3333,2500.0,128.0,360.0,Yes,Semiurban,Y
LP-381,Male,No,0,Graduate,No,5941,4232.0,296.0,360.0,Yes,Semiurban,Y
LP-382,Female,No,0,Graduate,No,6000,0.0,156.0,360.0,Yes,Urban,Y
LP-383,Male,No,0,Graduate,Yes,7167,0.0,128.0,360.0,Yes,Urban,Y
LP-384,Male,Yes,2,Graduate,No,4566,0.0,100.0,360.0,Yes,Urban,N
LP-385,Male,No,1,Graduate,No,3667,0.0,113.0,180.0,Yes,Urban,Y
LP-386,Male,No,0,Not Graduate,No,2346,1600.0,132.0,360.0,Yes,Semiurban,Y
LP-387,Male,Yes,0,Not Graduate,No,3010,3136.0,0.0,360.0,No,Urban,N
LP-388,Male,Yes,0,Graduate,No,2333,2417.0,136.0,360.0,Yes,Urban,Y
LP-389,Male,Yes,0,Graduate,No,5488,0.0,125.0,360.0,Yes,Rural,Y
LP-390,Male,No,3+,Graduate,No,9167,0.0,185.0,360.0,Yes,Rural,Y
LP-391,Male,Yes,3+,Graduate,No,9504,0.0,275.0,360.0,Yes,Rural,Y
LP-392,Male,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,No,Urban,Y
LP-393,Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,Yes,Semiurban,Y
LP-394,Male,Yes,2,Graduate,No,3100,1400.0,113.0,360.0,Yes,Urban,Y
LP-395,Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,No,Semiurban,Y
LP-396,Female,No,0,Graduate,No,3180,0.0,71.0,360.0,No,Urban,N
LP-397,Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,Yes,Urban,Y
LP-398,Male,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,Yes,Rural,Y
LP-399,Female,No,0,Graduate,No,1500,1800.0,103.0,360.0,No,Semiurban,N
LP-400,Male,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,No,Urban,N
LP-401,Male,No,0,Not Graduate,No,2755,0.0,65.0,300.0,Yes,Rural,N
LP-402,Male,No,0,Graduate,No,2500,20000.0,103.0,360.0,Yes,Semiurban,Y
LP-403,Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,Yes,Semiurban,Y
LP-404,Female,No,0,Graduate,Yes,7441,0.0,194.0,360.0,Yes,Rural,N
LP-405,Female,No,0,Graduate,No,4547,0.0,115.0,360.0,Yes,Semiurban,Y
LP-406,Male,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,Yes,Urban,Y
LP-407,Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,Yes,Rural,Y
LP-408,Male,Yes,1,Graduate,No,8300,0.0,152.0,300.0,No,Semiurban,N
LP-409,Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,No,Rural,N
LP-410,Female,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,Yes,Semiurban,N
LP-411,Male,Yes,0,Graduate,No,6256,0.0,160.0,360.0,No,Urban,Y
LP-412,Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,No,Rural,N
LP-413,Male,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,Yes,Rural,Y
LP-414,Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,No,Semiurban,N
LP-415,Female,No,0,Graduate,No,2995,0.0,60.0,360.0,Yes,Urban,Y
LP-416,Female,No,1,Graduate,No,2600,0.0,160.0,360.0,Yes,Urban,N
LP-417,Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,Yes,Urban,N
LP-418,Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,Yes,Rural,Y
LP-419,Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,Yes,Semiurban,Y
LP-420,Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,Yes,Rural,Y
LP-422,Male,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,Yes,Urban,Y
LP-424,Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,Yes,Semiurban,Y
LP-425,Male,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,Yes,Rural,Y
LP-426,Female,No,1,Not Graduate,No,4606,0.0,81.0,360.0,Yes,Rural,N
LP-427,Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,Yes,Semiurban,Y
LP-428,Male,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,Yes,Rural,Y
LP-429,Male,No,0,Not Graduate,No,2717,0.0,60.0,180.0,Yes,Urban,Y
LP-430,Female,No,1,Graduate,Yes,8624,0.0,150.0,360.0,Yes,Semiurban,Y
LP-431,Male,No,0,Graduate,No,6500,0.0,105.0,360.0,No,Rural,N
LP-432,Male,No,0,Graduate,No,12876,0.0,405.0,360.0,Yes,Semiurban,Y
LP-433,Male,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,Yes,Semiurban,Y
LP-434,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,Yes,Urban,Y
LP-436,Male,No,0,Graduate,No,1926,1851.0,50.0,360.0,Yes,Semiurban,Y
LP-437,Male,Yes,0,Graduate,No,2213,1125.0,0.0,360.0,Yes,Urban,Y
LP-438,Male,No,0,Graduate,Yes,10416,0.0,187.0,360.0,No,Urban,N
LP-439,Female,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,Yes,Rural,Y
LP-440,Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,Yes,Semiurban,Y
LP-441,Male,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,Yes,Rural,Y
LP-442,Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,Yes,Semiurban,Y
LP-443,Male,No,1,Graduate,No,37719,0.0,152.0,360.0,Yes,Semiurban,Y
LP-444,Male,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,No,Rural,Y
LP-445,Male,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,Yes,Rural,Y
LP-446,Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,Yes,Rural,Y
LP-447,Male,Yes,0,Graduate,No,3539,1376.0,55.0,360.0,Yes,Rural,N
LP-448,Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,No,Rural,N
LP-449,Male,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,No,Semiurban,N
LP-450,Male,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,No,Rural,N
LP-451,Male,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,No,Urban,Y
LP-452,Male,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,No,Rural,N
LP-453,Male,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,No,Rural,Y
LP-454,Male,No,0,Graduate,Yes,7085,0.0,84.0,360.0,Yes,Semiurban,Y
LP-455,Male,Yes,2,Graduate,No,3859,0.0,96.0,360.0,Yes,Semiurban,Y
LP-456,Male,Yes,0,Graduate,No,4301,0.0,118.0,360.0,Yes,Urban,Y
LP-457,Male,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,Yes,Urban,N
LP-458,Male,No,2,Graduate,No,4354,0.0,136.0,360.0,Yes,Rural,Y
LP-459,Male,Yes,0,Graduate,No,8334,0.0,160.0,360.0,Yes,Semiurban,N
LP-461,Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,Yes,Urban,Y
LP-462,Male,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,Yes,Rural,Y
LP-463,Female,No,1,Not Graduate,No,5191,0.0,132.0,360.0,Yes,Semiurban,Y
LP-464,Male,No,0,Graduate,No,4166,0.0,98.0,360.0,No,Semiurban,N
LP-465,Male,No,0,Graduate,No,6000,0.0,140.0,360.0,Yes,Rural,Y
LP-466,Male,Yes,3+,Not Graduate,No,2947,1664.0,70.0,180.0,No,Urban,N
LP-468,Female,Yes,2,Not Graduate,No,210,2917.0,98.0,360.0,Yes,Semiurban,Y
LP-469,Male,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,Yes,Urban,N
LP-470,Male,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,Yes,Semiurban,Y
LP-471,Male,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,No,Rural,N
LP-472,Male,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,Yes,Semiurban,Y
LP-473,Female,No,0,Graduate,Yes,2500,0.0,93.0,360.0,No,Urban,Y
LP-474,Male,No,2,Graduate,No,5532,4648.0,162.0,360.0,Yes,Rural,Y
LP-475,Male,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,Yes,Rural,Y
LP-476,Male,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,Yes,Semiurban,Y
LP-478,Male,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,Yes,Semiurban,Y
LP-479,Male,Yes,2,Graduate,No,2947,1603.0,0.0,360.0,Yes,Urban,N
LP-480,Female,No,0,Not Graduate,No,4350,0.0,154.0,360.0,Yes,Rural,Y
LP-481,Male,Yes,3+,Not Graduate,No,3095,0.0,113.0,360.0,Yes,Rural,Y
LP-482,Male,Yes,0,Graduate,No,2083,3150.0,128.0,360.0,Yes,Semiurban,Y
LP-483,Male,Yes,0,Graduate,No,10833,0.0,234.0,360.0,Yes,Semiurban,Y
LP-484,Male,Yes,2,Graduate,No,8333,0.0,246.0,360.0,Yes,Semiurban,Y
LP-485,Male,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,Yes,Rural,Y
LP-486,Male,No,2,Graduate,No,3547,0.0,80.0,360.0,No,Rural,N
LP-487,Male,Yes,1,Graduate,No,18333,0.0,500.0,360.0,Yes,Urban,N
LP-488,Male,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,Yes,Semiurban,Y
LP-489,Male,No,0,Graduate,No,2435,0.0,75.0,360.0,Yes,Urban,N
LP-490,Male,No,0,Not Graduate,No,2699,2785.0,96.0,360.0,No,Semiurban,Y
LP-491,Male,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,No,Urban,Y
LP-492,Male,No,0,Not Graduate,No,3691,0.0,110.0,360.0,Yes,Rural,Y
LP-493,Female,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,Yes,Semiurban,Y
LP-494,Male,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,No,Rural,N
LP-495,Female,Yes,1,Graduate,No,3326,913.0,105.0,84.0,Yes,Semiurban,Y
LP-496,Male,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,Yes,Rural,Y
LP-497,Male,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,No,Urban,Y
LP-498,Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,Yes,Semiurban,Y
LP-499,Male,No,0,Graduate,No,6283,4416.0,209.0,360.0,No,Rural,N
LP-500,Female,No,0,Graduate,No,645,3683.0,113.0,480.0,Yes,Rural,Y
LP-501,Female,No,0,Graduate,No,3159,0.0,100.0,360.0,Yes,Semiurban,Y
LP-502,Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,Yes,Semiurban,Y
LP-503,Male,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,No,Rural,N
LP-504,Male,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,Yes,Semiurban,Y
LP-505,Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,Yes,Rural,Y
LP-506,Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,No,Urban,Y
LP-508,Male,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,Yes,Urban,Y
LP-509,Female,No,1,Graduate,No,13262,0.0,40.0,360.0,Yes,Urban,Y
LP-510,Male,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,Yes,Rural,N
LP-511,Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,Yes,Semiurban,Y
LP-512,Male,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,Yes,Urban,Y
LP-513,Male,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,Yes,Semiurban,N
LP-514,Male,No,0,Graduate,No,5815,3666.0,311.0,360.0,Yes,Rural,N
LP-515,Male,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,Yes,Rural,Y
LP-516,Female,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,Yes,Semiurban,Y
LP-517,Male,Yes,0,Not Graduate,No,3074,1800.0,123.0,360.0,No,Semiurban,N
LP-518,Male,No,0,Graduate,No,4683,1915.0,185.0,360.0,Yes,Semiurban,N
LP-519,Female,No,0,Not Graduate,No,3400,0.0,95.0,360.0,Yes,Rural,N
LP-520,Male,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,Yes,Semiurban,Y
LP-521,Male,No,0,Graduate,No,2500,0.0,55.0,360.0,Yes,Semiurban,Y
LP-522,Male,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,Yes,Rural,Y
LP-523,Male,Yes,2,Graduate,Yes,7948,7166.0,480.0,360.0,Yes,Rural,Y
LP-524,Male,No,0,Graduate,No,4680,2087.0,0.0,360.0,Yes,Semiurban,N
LP-525,Male,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,Yes,Rural,Y
LP-526,Male,Yes,0,Graduate,No,3775,0.0,110.0,360.0,Yes,Semiurban,Y
LP-527,Male,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,No,Semiurban,Y
LP-528,Male,No,1,Not Graduate,No,2679,1302.0,94.0,360.0,Yes,Semiurban,Y
LP-529,Male,No,0,Not Graduate,No,6783,0.0,130.0,360.0,Yes,Semiurban,Y
LP-530,Male,Yes,0,Graduate,No,1025,5500.0,216.0,360.0,No,Rural,Y
LP-531,Male,Yes,3+,Graduate,No,4281,0.0,100.0,360.0,Yes,Urban,Y
LP-532,Male,No,2,Graduate,No,3588,0.0,110.0,360.0,No,Rural,N
LP-533,Male,No,1,Graduate,No,11250,0.0,196.0,360.0,No,Semiurban,N
LP-534,Female,No,0,Not Graduate,Yes,18165,0.0,125.0,360.0,Yes,Urban,Y
LP-535,Male,No,0,Not Graduate,No,2550,2042.0,126.0,360.0,Yes,Rural,Y
LP-536,Male,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,Yes,Urban,Y
LP-537,Male,No,2,Graduate,No,3617,0.0,107.0,360.0,Yes,Semiurban,Y
LP-538,Male,Yes,0,Not Graduate,No,2917,536.0,66.0,360.0,Yes,Rural,N
LP-539,Male,Yes,3+,Graduate,No,6417,0.0,157.0,180.0,Yes,Rural,Y
LP-540,Female,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,Yes,Semiurban,Y
LP-541,Female,No,0,Graduate,No,2138,0.0,99.0,360.0,No,Semiurban,N
LP-542,Female,No,1,Graduate,No,3652,0.0,95.0,360.0,Yes,Semiurban,Y
LP-543,Male,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,Yes,Urban,Y
LP-544,Female,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,No,Semiurban,Y
LP-545,Male,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,Yes,Rural,Y
LP-546,Male,No,0,Not Graduate,No,3358,0.0,80.0,36.0,Yes,Semiurban,N
LP-547,Male,No,0,Graduate,No,2526,1783.0,145.0,360.0,Yes,Rural,Y
LP-548,Female,No,0,Graduate,No,5000,0.0,103.0,360.0,No,Semiurban,N
LP-549,Male,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,Yes,Rural,Y
LP-550,Male,Yes,2,Graduate,Yes,6633,0.0,0.0,360.0,No,Rural,N
LP-551,Male,Yes,1,Not Graduate,No,2492,2375.0,0.0,360.0,Yes,Rural,Y
LP-552,Male,Yes,1,Graduate,No,3333,3250.0,158.0,360.0,Yes,Urban,Y
LP-553,Male,Yes,0,Not Graduate,No,2454,2333.0,181.0,360.0,No,Urban,N
LP-554,Male,Yes,0,Graduate,No,3593,4266.0,132.0,180.0,No,Rural,N
LP-555,Male,Yes,1,Graduate,No,5468,1032.0,26.0,360.0,Yes,Semiurban,Y
LP-556,Female,No,0,Graduate,No,2667,1625.0,84.0,360.0,No,Urban,Y
LP-557,Male,Yes,3+,Graduate,Yes,10139,0.0,260.0,360.0,Yes,Semiurban,Y
LP-558,Male,Yes,0,Graduate,No,3887,2669.0,162.0,360.0,Yes,Semiurban,Y
LP-559,Female,Yes,0,Graduate,No,4180,2306.0,182.0,360.0,Yes,Semiurban,Y
LP-560,Male,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,Yes,Semiurban,Y
LP-561,Female,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,Yes,Semiurban,Y
LP-562,Male,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,Yes,Rural,Y
LP-563,Male,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,Yes,Semiurban,Y
LP-564,Male,Yes,2,Graduate,No,8799,0.0,258.0,360.0,No,Urban,N
LP-565,Male,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,No,Rural,Y
LP-566,Male,No,0,Graduate,No,3333,0.0,70.0,360.0,Yes,Urban,Y
LP-567,Male,Yes,3+,Graduate,No,3400,2500.0,123.0,360.0,No,Rural,N
LP-568,Female,No,0,Graduate,No,2378,0.0,9.0,360.0,Yes,Urban,N
LP-569,Male,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,No,Urban,N
LP-570,Male,Yes,1,Graduate,No,3417,1750.0,186.0,360.0,Yes,Urban,Y
LP-571,Male,Yes,0,Graduate,No,5116,1451.0,165.0,360.0,No,Urban,N
LP-572,Male,Yes,2,Graduate,No,16666,0.0,275.0,360.0,Yes,Urban,Y
LP-573,Male,Yes,2,Not Graduate,No,6125,1625.0,187.0,480.0,Yes,Semiurban,N
LP-574,Male,Yes,3+,Graduate,No,6406,0.0,150.0,360.0,Yes,Semiurban,N
LP-575,Male,Yes,2,Graduate,No,3159,461.0,108.0,84.0,Yes,Urban,Y
LP-577,Male,No,0,Graduate,No,3229,2739.0,110.0,360.0,Yes,Urban,Y
LP-578,Male,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,Yes,Rural,Y
LP-579,Male,No,0,Graduate,No,3182,2917.0,161.0,360.0,Yes,Urban,Y
LP-580,Male,Yes,2,Graduate,No,6540,0.0,205.0,360.0,Yes,Semiurban,Y
LP-581,Male,No,0,Graduate,No,1836,33837.0,90.0,360.0,Yes,Urban,N
LP-582,Female,Yes,0,Graduate,No,3166,0.0,36.0,360.0,Yes,Semiurban,Y
LP-583,Male,Yes,1,Graduate,No,1880,0.0,61.0,360.0,No,Rural,N
LP-584,Male,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,No,Rural,N
LP-585,Male,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,Yes,Rural,N
LP-586,Male,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,Yes,Urban,Y
LP-587,Female,No,0,Not Graduate,No,2165,0.0,70.0,360.0,Yes,Semiurban,Y
LP-589,Male,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,No,Semiurban,N
LP-590,Male,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,Yes,Semiurban,Y
LP-591,Male,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,Yes,Semiurban,N
LP-593,Male,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,Yes,Rural,Y
LP-594,Male,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,Yes,Urban,Y
LP-595,Male,No,0,Not Graduate,No,3833,0.0,110.0,360.0,Yes,Rural,Y
LP-596,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,Yes,Rural,N
LP-597,Male,No,0,Graduate,No,2987,0.0,88.0,360.0,No,Semiurban,N
LP-598,Male,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,Yes,Rural,Y
LP-599,Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,Yes,Urban,Y
LP-600,Female,No,3+,Graduate,No,416,41667.0,350.0,180.0,No,Urban,N
LP-601,Male,Yes,0,Not Graduate,No,2894,2792.0,155.0,360.0,Yes,Rural,Y
LP-602,Male,Yes,3+,Graduate,No,5703,0.0,128.0,360.0,Yes,Urban,Y
LP-603,Male,No,0,Graduate,No,3676,4301.0,172.0,360.0,Yes,Rural,Y
LP-604,Female,Yes,1,Graduate,No,12000,0.0,496.0,360.0,Yes,Semiurban,Y
LP-605,Male,Yes,0,Not Graduate,No,2400,3800.0,0.0,180.0,Yes,Urban,N
LP-606,Male,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,Yes,Semiurban,Y
LP-607,Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,Yes,Rural,Y
LP-608,Male,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,Yes,Rural,Y
LP-609,Female,No,0,Graduate,No,2900,0.0,71.0,360.0,Yes,Rural,Y
LP-610,Male,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,Yes,Rural,Y
LP-611,Male,Yes,1,Graduate,No,8072,240.0,253.0,360.0,Yes,Urban,Y
